 time[yr],type[tp/pl],particle no.,x[AU],y[AU],z[AU],vx[AU/year],vy[AU/year],vz[AU/year],a,e,inc[degrees]
         0.0005, tp,    45,   -0.000830699,    0.000585289,    0.000000012,  -78.377514683, -174.999177065,   -0.030169050,    0.000964493,    0.198606759,    0.009079276
         0.0005, tp,    46,   -0.000123085,    0.000869097,    0.000000065, -210.804413954,  -69.191285922,   -0.020232682,    0.000969373,    0.198670655,    0.006220855
         0.0005, tp,    47,    0.000950236,   -0.000565805,    0.000000011,   66.690037568,  162.561543856,   -0.012680291,    0.000974290,    0.198826432,    0.004135093
         0.0005, tp,    48,    0.000782572,    0.000057467,    0.000000086,  -13.825882748,  245.203017535,   -0.006806614,    0.000979434,    0.199538961,    0.006505342
         0.0005, tp,    49,   -0.000628706,   -0.000482055,    0.000000047,  139.993757421, -199.896236495,   -0.017826283,    0.000984360,    0.199708924,    0.005526796
         0.0005, tp,    50,   -0.000546712,    0.000947374,    0.000000177, -138.168981590, -114.756832910,   -0.014536930,    0.000988799,    0.198691294,    0.009763106
         0.0005, tp,    51,    0.000358511,   -0.000876466,   -0.000000032,  174.445573641,  114.963535291,   -0.002272490,    0.000993621,    0.198613137,    0.002158402
         0.0005, tp,    52,    0.000707829,    0.000570971,   -0.000000014, -103.762713569,  191.203673844,   -0.015743087,    0.000999546,    0.201185733,    0.004149631
         0.0005, tp,    53,   -0.001057509,    0.000518497,    0.000000073,  -58.144856926, -155.941418497,    0.024773769,    0.001003514,    0.199055895,    0.009599591
         0.0005, tp,    54,   -0.000907602,   -0.000784949,    0.000000098,  114.207439669, -116.660955742,    0.008926421,    0.001008469,    0.199295998,    0.005780704
         0.0005, tp,    55,   -0.000074378,    0.001211021,    0.000000096, -160.933563540,  -14.854411320,    0.003225679,    0.001013419,    0.199519575,    0.004689224
         0.0005, tp,    56,    0.000626695,   -0.000975149,   -0.000000031,  129.272584394,  112.347821258,   -0.010784839,    0.001017961,    0.198774919,    0.004169993
         0.0005, tp,    57,    0.000290628,   -0.001145322,    0.000000133,  166.969343456,   19.620111773,   -0.010078263,    0.001023895,    0.201305300,    0.007744416
         0.0005, tp,    58,   -0.000822690,    0.000344341,   -0.000000016, -116.847263903, -191.040630445,   -0.018794499,    0.001028565,    0.200864121,    0.004817797
         0.0005, tp,    59,   -0.000723138,   -0.000536919,    0.000000092,  158.395245429, -156.018528241,    0.001545747,    0.001032561,    0.198858172,    0.005997936
         0.0005, tp,    60,    0.000162578,    0.000923625,    0.000000117, -201.676384372,   74.177758721,   -0.007944127,    0.001038473,    0.201303557,    0.007929465
         0.0005, tp,    61,   -0.000952459,    0.000259627,   -0.000000164,  -14.991493522, -204.632703020,    0.006991213,    0.001042184,    0.198659152,    0.009517572
         0.0005, tp,    62,    0.001168373,    0.000205470,   -0.000000024,   -3.314213354,  169.961830274,   -0.004493667,    0.001048310,    0.201550335,    0.001772039
         0.0005, tp,    63,    0.000599657,    0.001085738,   -0.000000108, -133.618614911,   91.127843681,    0.021109589,    0.001052764,    0.200649992,    0.009404965
         0.0005, tp,    64,   -0.000513998,   -0.000679943,   -0.000000031,  194.229240219, -132.521691925,   -0.029659725,    0.001057090,    0.199440449,    0.007624951
         0.0005, tp,    65,    0.000387032,    0.000757047,    0.000000090, -211.188350410,  105.315146850,    0.015274032,    0.001062047,    0.199670419,    0.007157494
         0.0005, tp,    66,    0.000362403,    0.001107485,    0.000000017, -173.636850328,   24.276555378,   -0.020924418,    0.001066432,    0.198602334,    0.006849524
         0.0005, tp,    67,   -0.000449267,   -0.000771086,    0.000000079,  207.707247662,  -92.139308708,    0.021625407,    0.001071531,    0.199156299,    0.007886651
         0.0005, tp,    68,    0.000522954,   -0.000854565,    0.000000156,  151.973363434,  137.947423182,   -0.002567346,    0.001076196,    0.198728532,    0.008958413
         0.0005, tp,    69,    0.000891491,    0.000411096,   -0.000000003, -120.049812017,  171.750210516,    0.033111953,    0.001081075,    0.198802888,    0.009168326
         0.0005, tp,    70,    0.000689620,    0.000939337,   -0.000000131, -120.496654846,  130.120292833,   -0.004947375,    0.001087387,    0.201994717,    0.006457235
         0.0005, tp,    71,   -0.000799023,   -0.000933704,   -0.000000042,  108.413610264, -127.840368444,   -0.004211428,    0.001092001,    0.201457202,    0.002276868
         0.0005, tp,    72,   -0.000802336,   -0.000402037,   -0.000000079,  119.012998551, -194.404979951,   -0.018507565,    0.001095896,    0.199347913,    0.007177849
         0.0005, tp,    73,    0.001164998,   -0.000346650,    0.000000176,   76.436080552,  152.601390269,   -0.004995852,    0.001101831,    0.201691315,    0.008901572
         0.0005, tp,    74,    0.000859667,   -0.000862937,    0.000000042,  140.243077655,   97.370156605,    0.009923598,    0.001106696,    0.201701939,    0.003612559
         0.0005, tp,    75,   -0.001134120,    0.000639085,   -0.000000028,  -91.903373893, -129.123826259,    0.009940038,    0.001111025,    0.200562730,    0.003934902
         0.0005, tp,    76,   -0.000931426,   -0.000188656,   -0.000000015,   13.617672690, -218.004520484,    0.026436254,    0.001116112,    0.201052219,    0.007174914
         0.0005, tp,    77,   -0.001031850,   -0.000271790,    0.000000159,   11.803035325, -196.601478187,   -0.006818338,    0.001121407,    0.201977581,    0.009332711
         0.0005, tp,    78,    0.000393579,    0.000922784,   -0.000000084, -203.112245713,   48.499987149,   -0.004246261,    0.001124832,    0.198921502,    0.005211784
         0.0005, tp,    79,    0.001339589,    0.000113524,   -0.000000038,  -22.276460363,  152.608977373,   -0.019629187,    0.001129736,    0.199033529,    0.007576316
         0.0005, tp,    80,   -0.000255680,   -0.000965924,    0.000000128,  209.294755792,  -20.510050989,   -0.006507806,    0.001134572,    0.198986605,    0.007369107
         0.0005, tp,    81,    0.000612900,    0.000904262,    0.000000086, -178.676474083,   75.509443156,   -0.007805737,    0.001139302,    0.198720977,    0.004729192
         0.0005, tp,    82,   -0.001349273,    0.000078128,   -0.000000003,    3.975642082, -154.604022700,    0.013324508,    0.001144236,    0.198888943,    0.004943729
         0.0005, tp,    83,    0.001295598,    0.000097150,    0.000000079,   13.157049134,  162.098016809,    0.018805743,    0.001150206,    0.201175913,    0.007079820
         0.0005, tp,    84,    0.001350588,   -0.000206356,    0.000000198,   11.449674255,  153.127422541,   -0.007990598,    0.001153958,    0.198904008,    0.008623416
         0.0005, tp,    85,   -0.000631636,    0.000984594,    0.000000083, -131.236334433, -127.287686441,   -0.015081112,    0.001158678,    0.198632061,    0.005688837
         0.0005, tp,    86,    0.000549757,   -0.000807282,   -0.000000067,  192.572075646,   99.303138871,   -0.002415619,    0.001164708,    0.201058015,    0.003936323
         0.0005, tp,    87,   -0.000794977,    0.001153357,    0.000000181, -122.355391036,  -87.261456465,   -0.001316375,    0.001168678,    0.199233606,    0.007431504
         0.0005, tp,    88,    0.000170321,   -0.001165412,    0.000000126,  182.549159627,  -10.672985953,    0.005648727,    0.001174956,    0.202130690,    0.006149867
         0.0005, tp,    89,    0.001335489,   -0.000247184,    0.000000013,    8.503584579,  156.692575195,   -0.011118385,    0.001178117,    0.198672652,    0.004059723
         0.0005, tp,    90,   -0.001106147,   -0.000125316,    0.000000137,   58.039933654, -184.898317269,   -0.014576557,    0.001183039,    0.198815048,    0.007667130
         0.0005, tp,    91,    0.001160517,    0.000322814,   -0.000000121,  -81.533258554,  160.196950384,   -0.014408873,    0.001187801,    0.198644519,    0.008212320
         0.0005, tp,    92,    0.001120455,    0.000882637,    0.000000018,  -96.600424142,  113.705826691,    0.020584224,    0.001192871,    0.199062854,    0.007971033
         0.0005, tp,    93,   -0.000331102,    0.001396881,    0.000000163, -143.878199993,  -36.596169109,   -0.010820025,    0.001197784,    0.199178860,    0.007677594
         0.0005, tp,    94,   -0.001331127,   -0.000423346,   -0.000000036,   28.539100855, -151.335937082,   -0.026485634,    0.001203284,    0.200466812,    0.009858363
         0.0005, tp,    95,    0.000643745,    0.001294189,    0.000000245, -134.415288494,   62.138047528,   -0.006385356,    0.001207450,    0.199088991,    0.009948197
         0.0005, tp,    96,    0.001027599,    0.000044021,    0.000000031,   19.057846725,  209.448058731,   -0.020443778,    0.001213446,    0.201342180,    0.006106119
         0.0005, tp,    97,   -0.001372774,    0.000479313,   -0.000000168,  -55.167893767, -137.222695818,   -0.010706814,    0.001217421,    0.199605197,    0.007663867
         0.0005, tp,    98,   -0.001118974,   -0.000630139,    0.000000080,   53.071814264, -162.473740406,    0.020023789,    0.001223424,    0.201846257,    0.007096583
         0.0005, tp,    99,   -0.001165667,    0.000723771,    0.000000020, -105.169847230, -119.720915356,   -0.022621626,    0.001227898,    0.201095283,    0.008428140
         0.0005, tp,   100,   -0.000246570,    0.000955727,   -0.000000051, -213.276340946,  -49.746353117,   -0.014098391,    0.001232409,    0.200420529,    0.004693716
         0.0006, pl,     2,    0.001157604,    0.000378254,    0.000000000,  -55.642148506,  173.097197365,    0.000000000,    0.001242434,    0.020372229,    0.000000000
         0.0006, tp,     1,   -0.000749634,   -0.000186040,   -0.000000054,   95.290639286, -201.455532378,    0.037439282,    0.000751090,    0.199208036,    0.009856482
         0.0006, tp,     2,   -0.000433477,    0.000793754,    0.000000003, -169.186089192,  -80.738316817,    0.022971284,    0.000756872,    0.202138513,    0.007023992
         0.0006, tp,     3,    0.000044034,    0.000812713,    0.000000090, -206.189217080,   51.334963881,    0.017576053,    0.000761241,    0.200596869,    0.007273703
         0.0006, tp,     4,   -0.000526025,    0.000585988,    0.000000104, -131.940712522, -176.909041922,   -0.003875211,    0.000765630,    0.199124262,    0.007555906
         0.0006, tp,     5,   -0.000778404,    0.000199432,   -0.000000018,  -11.893864160, -216.522028039,   -0.021996042,    0.000770502,    0.199176073,    0.006316278
         0.0006, tp,     6,    0.000736492,   -0.000570959,   -0.000000122,  116.339771711,  142.603101179,   -0.018542941,    0.000776259,    0.201958463,    0.009349540
         0.0006, tp,     7,   -0.000279408,    0.000576371,   -0.000000032, -231.299659377, -138.409593374,    0.027502463,    0.000780019,    0.198578030,    0.006296794
         0.0006, tp,     8,   -0.000459546,    0.000448011,    0.000000080, -172.181709242, -207.557475167,   -0.009914120,    0.000784876,    0.198584199,    0.007279039
         0.0006, tp,     9,    0.000135081,   -0.000889748,   -0.000000020,  194.451477203,    0.306759018,    0.007454732,    0.000790773,    0.201749653,    0.002741624
         0.0006, tp,    10,   -0.000645658,   -0.000292215,   -0.000000030,  138.927293650, -205.973907675,    0.029414341,    0.000794592,    0.198609263,    0.006903912
         0.0006, tp,    11,    0.000334889,   -0.000548101,    0.000000005,  227.174076670,  148.110138274,    0.026612019,    0.000799462,    0.198655128,    0.005654940
         0.0006, tp,    12,   -0.000163848,   -0.000932707,   -0.000000145,  184.721614022,  -14.351205113,    0.007309373,    0.000804883,    0.200349510,    0.008862399
         0.0006, tp,    13,    0.000468726,   -0.000765335,   -0.000000112,  184.170965690,   72.998646566,   -0.020453012,    0.000810146,    0.201545656,    0.008600658
         0.0006, tp,    14,    0.000913140,    0.000223601,   -0.000000000,  -67.979765631,  175.759788513,   -0.010595850,    0.000814435,    0.199866623,    0.003250521
         0.0006, tp,    15,   -0.000745586,    0.000193880,   -0.000000067,  -14.735967731, -232.514385060,    0.017164400,    0.000818878,    0.198649585,    0.005996114
         0.0006, tp,    16,   -0.000644868,    0.000558874,   -0.000000011, -104.396708743, -183.593500013,   -0.033148641,    0.000823819,    0.198903874,    0.009337759
         0.0006, tp,    17,    0.000189816,    0.000704840,   -0.000000086, -244.723181507,   25.115731243,    0.023263701,    0.000828561,    0.198576629,    0.008027233
         0.0006, tp,    18,    0.000577766,   -0.000762805,    0.000000001,  164.035411541,   91.126297867,   -0.004545431,    0.000834633,    0.202072650,    0.001410643
         0.0006, tp,    19,   -0.000151626,   -0.000978731,   -0.000000054,  180.320362885,  -11.927130615,    0.012509024,    0.000838825,    0.200169846,    0.004848267
         0.0006, tp,    20,    0.000771190,    0.000570885,   -0.000000108, -132.951711455,  133.441552201,   -0.018080154,    0.000843437,    0.199474856,    0.009166696
         0.0006, tp,    21,    0.000194610,    0.000774869,   -0.000000065, -228.291409142,   12.471375981,    0.033466125,    0.000847991,    0.198613152,    0.008942149
         0.0006, tp,    22,   -0.000300975,   -0.000885108,    0.000000046,  193.144020542,  -29.511485126,    0.020764875,    0.000853015,    0.199094042,    0.007262944
         0.0006, tp,    23,   -0.000310830,    0.000967310,   -0.000000127, -164.614033518,  -67.927696324,   -0.010142335,    0.000858232,    0.200107023,    0.008121024
         0.0006, tp,    24,    0.000861127,    0.000241937,    0.000000105,  -15.349195157,  205.710425177,    0.009154904,    0.000863482,    0.201195285,    0.006838701
         0.0006, tp,    25,   -0.000839633,    0.000484424,   -0.000000121, -120.869065181, -146.269500995,    0.003033237,    0.000868634,    0.201996416,    0.007437551
         0.0006, tp,    26,    0.000054468,   -0.000710580,   -0.000000105,  252.912087826,   39.603430609,    0.003354932,    0.000872295,    0.198701054,    0.008417581
         0.0006, tp,    27,   -0.001040811,    0.000154842,   -0.000000061,  -31.529399738, -170.534890636,    0.019932470,    0.000878102,    0.201307133,    0.007477367
         0.0006, tp,    28,   -0.000944472,   -0.000478737,    0.000000123,   73.750821395, -156.249575274,   -0.005794685,    0.000882918,    0.201188564,    0.006973340
         0.0006, tp,    29,    0.000834282,    0.000255761,    0.000000082,  -20.549251527,  213.509976778,   -0.017654374,    0.000887650,    0.200845212,    0.007979148
         0.0006, tp,    30,    0.000616497,    0.000742879,   -0.000000035, -169.042872064,   94.576314135,   -0.021633559,    0.000891783,    0.198892877,    0.007186435
         0.0006, tp,    31,    0.000349184,    0.000654075,   -0.000000113, -231.053555312,   95.244455977,    0.021847823,    0.000896566,    0.198699653,    0.009685252
         0.0006, tp,    32,    0.000940330,    0.000273251,   -0.000000078,  -18.767896318,  191.161028825,    0.020670580,    0.000902633,    0.201917723,    0.008460173
         0.0006, tp,    33,   -0.000759103,    0.000217421,   -0.000000060,  -99.790711883, -215.627354433,   -0.013005275,    0.000906730,    0.199906543,    0.005008847
         0.0006, tp,    34,    0.000087885,    0.001083440,    0.000000144, -171.212591507,    4.291878902,   -0.006204975,    0.000911631,    0.200022385,    0.007774077
         0.0006, tp,    35,    0.000747163,    0.000130801,   -0.000000110,  -66.988557683,  237.710313444,   -0.017609685,    0.000915996,    0.198729128,    0.009692075
         0.0006, tp,    36,   -0.000784289,    0.000335843,   -0.000000051,  -48.315150018, -217.569301340,    0.023240811,    0.000920792,    0.198574632,    0.006419036
         0.0006, tp,    37,   -0.000821064,   -0.000579339,    0.000000161,  135.393938261, -132.652843785,    0.006420364,    0.000925740,    0.198820740,    0.009858543
         0.0006, tp,    38,    0.000586372,    0.000930104,    0.000000024, -152.326320145,   78.732762522,    0.001322709,    0.000930905,    0.199624136,    0.001356297
         0.0006, tp,    39,    0.000518181,    0.000927042,   -0.000000147, -167.693327022,   63.446289495,   -0.009831922,    0.000935544,    0.199064150,    0.009031397
         0.0006, tp,    40,    0.000334264,   -0.001047705,    0.000000122,  157.964788608,   69.774443106,   -0.006078340,    0.000940525,    0.199386090,    0.006499807
         0.0006, tp,    41,   -0.000298980,    0.000748259,   -0.000000010, -206.320905051, -116.827123658,    0.019273761,    0.000945108,    0.198691070,    0.004657814
         0.0006, tp,    42,    0.000026717,    0.000928488,   -0.000000102, -205.428219752,  -35.247496604,   -0.006127311,    0.000949919,    0.198579237,    0.006953878
         0.0006, tp,    43,    0.000762809,   -0.000060050,    0.000000032,   16.540531948,  248.144703560,    0.027286912,    0.000954983,    0.199109554,    0.006767444
         0.0006, tp,    44,   -0.001039641,   -0.000395506,   -0.000000074,   80.640595915, -152.811793591,   -0.014753447,    0.000959871,    0.199191019,    0.006619495
         0.0006, tp,    45,   -0.000885107,    0.000430098,   -0.000000014,  -49.702492701, -191.918360202,   -0.030130138,    0.000964493,    0.198606759,    0.009079276
         0.0006, tp,    46,   -0.000297168,    0.000792374,    0.000000047, -199.726108601, -112.623615166,   -0.023143273,    0.000969373,    0.198670670,    0.006220855
         0.0006, tp,    47,    0.000996278,   -0.000423000,    0.000000000,   41.878990228,  175.142435391,   -0.012817702,    0.000974290,    0.198826432,    0.004135093
         0.0006, tp,    48,    0.000748477,    0.000260919,    0.000000078,  -66.263870338,  234.334828512,   -0.012419606,    0.000979434,    0.199538991,    0.006505343
         0.0006, tp,    49,   -0.000494085,   -0.000635924,    0.000000031,  177.027138433, -163.099158978,   -0.020417306,    0.000984360,    0.199708924,    0.005526796
         0.0006, tp,    50,   -0.000656954,    0.000840390,    0.000000162, -122.208663883, -138.417182892,   -0.019025102,    0.000988799,    0.198691294,    0.009763106
         0.0006, tp,    51,    0.000498834,   -0.000764909,   -0.000000033,  156.559776903,  149.062140763,   -0.000932287,    0.000993621,    0.198613152,    0.002158402
         0.0006, tp,    52,    0.000607970,    0.000721224,   -0.000000027, -131.504926702,  164.054709504,   -0.014866173,    0.000999546,    0.201185718,    0.004149631
         0.0006, tp,    53,   -0.001097256,    0.000382662,    0.000000093,  -35.691519635, -165.321112931,    0.023044503,    0.001003514,    0.199055895,    0.009599591
         0.0006, tp,    54,   -0.000803967,   -0.000876767,    0.000000104,  130.944127444, -100.403578200,    0.006952974,    0.001008469,    0.199296013,    0.005780704
         0.0006, tp,    55,   -0.000209348,    0.001188935,    0.000000097, -158.260692490,  -37.435962542,    0.001409739,    0.001013419,    0.199519575,    0.004689224
         0.0006, tp,    56,    0.000729771,   -0.000871590,   -0.000000040,  114.297729902,  132.708852241,   -0.009994829,    0.001017961,    0.198774934,    0.004169993
         0.0006, tp,    57,    0.000428812,   -0.001119181,    0.000000123,  159.857572786,   42.037457400,   -0.012609409,    0.001023895,    0.201305315,    0.007744416
         0.0006, tp,    58,   -0.000905000,    0.000177416,   -0.000000031,  -78.105050919, -202.812724230,   -0.017737268,    0.001028565,    0.200864121,    0.004817797
         0.0006, tp,    59,   -0.000575930,   -0.000657159,    0.000000091,  189.505367214, -127.329928579,   -0.002855331,    0.001032560,    0.198858157,    0.005997936
         0.0006, tp,    60,   -0.000009506,    0.000970739,    0.000000108, -204.680641044,   37.721871298,   -0.012284554,    0.001038473,    0.201303557,    0.007929465
         0.0006, tp,    61,   -0.000950671,    0.000083767,   -0.000000156,   19.804336262, -210.856834360,    0.012832047,    0.001042184,    0.198659137,    0.009517572
         0.0006, tp,    62,    0.001155916,    0.000346922,   -0.000000027,  -25.950456677,  164.595864205,   -0.003996659,    0.001048327,    0.201541901,    0.001771587
         0.0006, tp,    63,    0.000482705,    0.001154589,   -0.000000089, -142.958860613,   71.806908150,    0.022808695,    0.001052764,    0.200649992,    0.009404965
         0.0006, tp,    64,   -0.000339467,   -0.000775466,   -0.000000055,  217.569801674,  -92.682154542,   -0.027305677,    0.001057090,    0.199440449,    0.007624951
         0.0006, tp,    65,    0.000201196,    0.000828038,    0.000000101, -227.192605050,   62.206012534,    0.010070725,    0.001062047,    0.199670404,    0.007157494
         0.0006, tp,    66,    0.000212911,    0.001117854,   -0.000000001, -179.905539036,   -0.047309328,   -0.021090547,    0.001066432,    0.198602349,    0.006849524
         0.0006, tp,    67,   -0.000265971,   -0.000832807,    0.000000095,  225.053474650,  -53.122833713,    0.017382555,    0.001071531,    0.199156284,    0.007886651
         0.0006, tp,    68,    0.000643132,   -0.000726300,    0.000000151,  131.592259672,  165.496298661,   -0.007924282,    0.001076196,    0.198728532,    0.008958413
         0.0006, tp,    69,    0.000776967,    0.000549096,    0.000000025, -150.932803217,  153.917904308,    0.032701934,    0.001081075,    0.198802799,    0.009168326
         0.0006, tp,    70,    0.000582160,    0.001040766,   -0.000000134, -133.464746267,  109.961179440,   -0.002245960,    0.001087387,    0.201994717,    0.006457235
         0.0006, tp,    71,   -0.000701738,   -0.001034456,   -0.000000045,  121.570612925, -110.602761402,   -0.003442719,    0.001092001,    0.201457202,    0.002276868
         0.0006, tp,    72,   -0.000686651,   -0.000557198,   -0.000000093,  154.287876691, -171.640021045,   -0.014422364,    0.001095896,    0.199347913,    0.007177849
         0.0006, tp,    73,    0.001220447,   -0.000215435,    0.000000171,   54.914192328,  157.685249916,   -0.008130240,    0.001101831,    0.201691255,    0.008901573
         0.0006, tp,    74,    0.000971257,   -0.000774328,    0.000000050,  123.839067129,  112.055636513,    0.009103865,    0.001106696,    0.201701924,    0.003612559
         0.0006, tp,    75,   -0.001204418,    0.000526228,   -0.000000019,  -74.478573781, -137.812048189,    0.010288527,    0.001111025,    0.200562716,    0.003934902
         0.0006, tp,    76,   -0.000905155,   -0.000368805,    0.000000008,   47.949233330, -207.633154832,    0.026564863,    0.001116112,    0.201052219,    0.007174914
         0.0006, tp,    77,   -0.001010337,   -0.000434169,    0.000000152,   38.643496783, -187.356657755,   -0.010907124,    0.001121407,    0.201977581,    0.009332711
         0.0006, tp,    78,    0.000217232,    0.000950327,   -0.000000087, -213.631137305,   16.101778668,   -0.001290789,    0.001124832,    0.198921517,    0.005211784
         0.0006, tp,    79,    0.001313008,    0.000241499,   -0.000000054,  -40.674709351,  150.143416191,   -0.018991196,    0.001129737,    0.199033171,    0.007576309
         0.0006, tp,    80,   -0.000076082,   -0.000969172,    0.000000121,  215.048130018,   13.299874280,   -0.010853607,    0.001134572,    0.198986605,    0.007369107
         0.0006, tp,    81,    0.000455758,    0.000957754,    0.000000078, -192.959632295,   50.558035282,   -0.010001325,    0.001139302,    0.198720977,    0.004729192
         0.0006, tp,    82,   -0.001338168,   -0.000052642,    0.000000008,   22.382266481, -154.774479476,    0.013293498,    0.001144236,    0.198888943,    0.004943729
         0.0006, tp,    83,    0.001298508,    0.000233152,    0.000000095,   -6.125479782,  159.650576487,    0.017514710,    0.001150207,    0.201175362,    0.007079809
         0.0006, tp,    84,    0.001352732,   -0.000076123,    0.000000190,   -6.452087050,  154.994424216,   -0.010558817,    0.001153958,    0.198903933,    0.008623416
         0.0006, tp,    85,   -0.000736437,    0.000868538,    0.000000069, -116.364614941, -147.394606211,   -0.016725062,    0.001158678,    0.198632061,    0.005688837
         0.0006, tp,    86,    0.000703511,   -0.000711935,   -0.000000068,  170.913095934,  125.617892401,   -0.000077003,    0.001164708,    0.201058000,    0.003936323
         0.0006, tp,    87,   -0.000894060,    0.001073871,    0.000000179, -112.068797594, -100.824163771,   -0.003513879,    0.001168678,    0.199233592,    0.007431504
         0.0006, tp,    88,    0.000322641,   -0.001164629,    0.000000130,  177.722896142,   12.230061477,    0.003137269,    0.001174956,    0.202130690,    0.006149867
         0.0006, tp,    89,    0.001335061,   -0.000113694,    0.000000004,   -9.641069802,  159.138365165,   -0.011233887,    0.001178117,    0.198672608,    0.004059723
         0.0006, tp,    90,   -0.001045711,   -0.000279607,    0.000000123,   85.205288604, -179.757174487,   -0.017858537,    0.001183039,    0.198815033,    0.007667130
         0.0006, tp,    91,    0.001082273,    0.000455069,   -0.000000132, -103.783564724,  152.459194332,   -0.011891630,    0.001187798,    0.198644504,    0.008212266
         0.0006, tp,    92,    0.001033550,    0.000974217,    0.000000036, -109.056978844,  102.965635955,    0.020273195,    0.001192871,    0.199062914,    0.007971033
         0.0006, tp,    93,   -0.000450846,    0.001359367,    0.000000153, -139.454167663,  -52.187130577,   -0.012609311,    0.001197784,    0.199178845,    0.007677594
         0.0006, tp,    94,   -0.001300267,   -0.000548780,   -0.000000059,   44.395147517, -145.482437162,   -0.025914261,    0.001203284,    0.200466827,    0.009858363
         0.0006, tp,    95,    0.000527393,    0.001340540,    0.000000238, -140.914137018,   47.514569773,   -0.009066285,    0.001207450,    0.199089006,    0.009948197
         0.0006, tp,    96,    0.001030667,    0.000219622,    0.000000014,  -11.437873297,  205.573379807,   -0.021111493,    0.001213447,    0.201342523,    0.006106119
         0.0006, tp,    97,   -0.001413036,    0.000361410,   -0.000000177,  -40.126050701, -141.763215610,   -0.008845371,    0.001217421,    0.199605182,    0.007663867
         0.0006, tp,    98,   -0.001066975,   -0.000762968,    0.000000096,   69.758282750, -151.852847733,    0.018677701,    0.001223424,    0.201846257,    0.007096583
         0.0006, tp,    99,   -0.001248082,    0.000618959,    0.000000001,  -89.939652713, -128.200466806,   -0.022755890,    0.001227898,    0.201095268,    0.008428140
         0.0006, tp,   100,   -0.000422245,    0.000900037,   -0.000000063, -201.772346154,  -81.700251144,   -0.012135474,    0.001232409,    0.200420544,    0.004693716
         0.0006, pl,     2,    0.001101727,    0.000521123,    0.000000000,  -76.500620865,  164.794593183,    0.000000000,    0.001242434,    0.020372229,    0.000000000
         0.0006, tp,     1,   -0.000646081,   -0.000348374,   -0.000000021,  149.975269282, -180.315092149,    0.040321566,    0.000751090,    0.199208021,    0.009856482
         0.0006, tp,     2,   -0.000567308,    0.000711047,    0.000000022, -146.807085366, -114.406168339,    0.022419496,    0.000756872,    0.202138513,    0.007023992
         0.0006, tp,     3,   -0.000129781,    0.000835395,    0.000000102, -203.774377320,    3.074475261,    0.011964032,    0.000761241,    0.200596869,    0.007273703
         0.0006, tp,     4,   -0.000620466,    0.000420469,    0.000000097,  -89.498162396, -213.941020556,   -0.011291328,    0.000765630,    0.199124262,    0.007555906
         0.0006, tp,     5,   -0.000766331,    0.000012692,   -0.000000036,   41.608994853, -223.717515678,   -0.020103810,    0.000770502,    0.199176073,    0.006316278
         0.0006, tp,     6,    0.000821434,   -0.000441336,   -0.000000135,   84.241080494,  163.461144549,   -0.013241925,    0.000776259,    0.201958448,    0.009349540
         0.0006, tp,     7,   -0.000455916,    0.000430209,   -0.000000007, -182.283981197, -205.228587875,    0.030080958,    0.000780019,    0.198578030,    0.006296793
         0.0006, tp,     8,   -0.000577471,    0.000251706,    0.000000067, -103.876712517, -253.476478800,   -0.019568423,    0.000784876,    0.198584199,    0.007279039
         0.0006, tp,     9,    0.000295754,   -0.000872784,   -0.000000014,  184.968115344,   39.279547675,    0.008209905,    0.000790773,    0.201749653,    0.002741624
         0.0006, tp,    10,   -0.000503350,   -0.000451663,   -0.000000004,  197.043993830, -168.049867900,    0.031094855,    0.000794592,    0.198609263,    0.006903912
         0.0006, tp,    11,    0.000505623,   -0.000396217,    0.000000027,  173.545495702,  208.363000359,    0.024589983,    0.000799462,    0.198655128,    0.005654940
         0.0006, tp,    12,   -0.000005967,   -0.000929066,   -0.000000136,  188.126216011,   23.308678482,    0.012983229,    0.000804883,    0.200349510,    0.008862399
         0.0006, tp,    13,    0.000614475,   -0.000689646,   -0.000000127,  160.247744682,  105.219360458,   -0.015158068,    0.000810146,    0.201545656,    0.008600658
         0.0006, tp,    14,    0.000840268,    0.000367306,   -0.000000009, -104.536338383,  163.396446459,   -0.010397647,    0.000814435,    0.199866533,    0.003250521
         0.0006, tp,    15,   -0.000733909,   -0.000006567,   -0.000000051,   43.650545030, -239.716228636,    0.021786636,    0.000818878,    0.198649585,    0.005996113
         0.0006, tp,    16,   -0.000717143,    0.000391902,   -0.000000038,  -65.221847094, -210.805235322,   -0.031737173,    0.000823819,    0.198903859,    0.009337759
         0.0006, tp,    17,   -0.000021353,    0.000699269,   -0.000000063, -252.281285193,  -39.597014742,    0.030084308,    0.000828561,    0.198576629,    0.008027233
         0.0006, tp,    18,    0.000706526,   -0.000674279,   -0.000000003,  140.330674629,  117.695042511,   -0.004509009,    0.000834633,    0.202072650,    0.001410643
         0.0006, tp,    19,    0.000002139,   -0.000974392,   -0.000000043,  182.930077803,   22.457729418,    0.014210462,    0.000838825,    0.200169861,    0.004848267
         0.0006, tp,    20,    0.000646945,    0.000673653,   -0.000000121, -160.832133551,  108.917854757,   -0.013557833,    0.000843437,    0.199474901,    0.009166696
         0.0006, tp,    21,   -0.000001901,    0.000762993,   -0.000000035, -234.921952800,  -41.703511112,    0.036951349,    0.000847991,    0.198613152,    0.008942149
         0.0006, tp,    22,   -0.000133494,   -0.000894174,    0.000000063,  202.425171086,    8.747964047,    0.018415739,    0.000853015,    0.199094042,    0.007262944
